class name ,con-bounces,contentions,waittime-min,waittime-max,waittime-total,waittime-avg ,acq-bounces,acquisitions,holdtime-min,holdtime-max,holdtime-total, holdtime-avg
&type->i_mutex_dir_key#6/2:,0,0,0,0,0,0,0,3,0.11,0.13,0.36,0.12
&tty->legacy_mutex/1:,0,0,0,0,0,0,7,18,2.56,5.15,63.09,3.51
&o_tty->termios_rwsem/1-W:,0,0,0,0,0,0,0,4,2.23,3.81,11.14,2.79
&o_tty->termios_rwsem/1-R:,0,0,0,0,0,0,771,2058,0.12,136.02,18997.48,9.23
&port->buf.lock/1:,0,0,0,0,0,0,4,4,15.45,29.08,99.17,24.79
(work_completion)(&buf->work):,0,0,0,0,0,0,0,19074,0.07,55.31,18265.56,0.96
&port->lock:,0,0,0,0,0,0,191,1183,0.16,2.11,688.06,0.58
&ldata->atomic_read_lock:,0,0,0,0,0,0,0,1697,1.27,114.33,4786.12,2.82
&type->i_mutex_dir_key#6/5:,0,0,0,0,0,0,8,15,0.23,0.44,4.64,0.31
lock#8:,0,0,0,0,0,0,0,38,0.2,11.18,47.61,1.25
logbuf_lock:,0,0,0,0,0,0,5,124,0.2,1010.84,4066.58,32.8
(console_sem).lock:,0,0,0,0,0,0,0,16,0.13,0.73,5,0.31
cgroup_mutex:,0,0,0,0,0,0,5,25,0.64,176.17,525.43,21.02
