class name ,con-bounces,contentions,waittime-min,waittime-max,waittime-total,waittime-avg ,acq-bounces,acquisitions,holdtime-min,holdtime-max,holdtime-total, holdtime-avg
&tsk->delays->lock:,0,0,0,0,0,0,291,1108,0.13,2.42,603.59,0.54
slock-AF_UNIX:,0,0,0,0,0,0,4,94,0.07,0.8,19,0.2
sk_lock-AF_UNIX:,0,0,0,0,0,0,0,47,0.32,2.2,59.4,1.26
slock-AF_NETLINK:,0,0,0,0,0,0,0,634,0.07,0.86,117.17,0.18
sk_lock-AF_NETLINK:,0,0,0,0,0,0,0,317,1.1,17.95,667,2.1
&ep->mtx:,0,0,0,0,0,0,10104,111895,0.17,796.87,206114.09,1.84
epmutex:,0,0,0,0,0,0,1,2,4.2,5.12,9.32,4.66
&f->f_lock:,0,0,0,0,0,0,310,1620,0.1,18.99,642.91,0.4
&sighand->signalfd_wqh:,0,0,0,0,0,0,17,60,0.14,1.31,24.54,0.41
&group->notification_waitq:,0,0,0,0,0,0,107,1671,0.09,30.33,517.72,0.31
&group->notification_lock:,0,0,0,0,0,0,111,1511,0.1,12.15,491.81,0.33
&wb->list_lock:,0,0,0,0,0,0,282,986,0.14,156.12,1137.2,1.15
rlock-AF_NETLINK:,0,0,0,0,0,0,1,2256,0.1,119.64,925.54,0.41
&ctx->cancel_lock:,0,0,0,0,0,0,123,223,0.18,1.9,145.06,0.65
&sb->s_type->i_mutex_key#1:,0,0,0,0,0,0,0,1539,0.21,17993.35,1568173.54,1018.96
&ctx->wqh:,0,0,0,0,0,0,3172,51318,0.09,33.76,10829.72,0.21
&u->iolock:,0,0,0,0,0,0,19259,381783,0.27,1004.79,673819.87,1.76
&info->lock:,0,0,0,0,0,0,1020,431867,0.11,127.2,59857.49,0.14
io_tlb_lock:,0,0,0,0,0,0,1056,5336,0.13,13.77,3645.99,0.68
&lock->wait_lock:,0,0,0,0,0,0,115,133,0.35,2.43,120.62,0.91
&xattrs->lock:,0,0,0,0,0,0,0,8,0.3,0.66,4.03,0.5
&sb->s_type->i_mutex_key#1/4:,0,0,0,0,0,0,0,1,6.69,6.69,6.69,6.69
&dentry->d_lock/2:,0,0,0,0,0,0,0,49,0.35,1.08,31.18,0.64
&dentry->d_lock/3:,0,0,0,0,0,0,0,49,0.15,0.45,12.36,0.25
&____s->seqcount#3/1:,0,0,0,0,0,0,0,49,0.23,1.22,26.63,0.54
net/ipv4/devinet.c:470:,0,0,0,0,0,0,0,1,11.02,11.02,11.02,11.02
&u->lock/1:,0,0,0,0,0,0,0,40,0.88,16.96,82.09,2.05
kn->active#5-R:,0,0,0,0,0,0,0,140,0.39,7.38,330.1,2.36
file_rwsem-R:,0,0,0,0,0,0,0,6679,0.3,54.06,6347.59,0.95
&fll->lock:,0,0,0,0,0,0,35,6343,0.12,1.82,1324.89,0.21
&u->peer_wait:,0,0,0,0,0,0,211,3538,0.12,12.35,773.31,0.22
clock-AF_UNIX:,0,0,0,0,0,0,169,1847,0.13,26.87,590.09,0.32
&sb->s_type->i_mutex_key#1:,0,0,0,0,0,0,435,3385,1.51,223.57,25428.84,7.51
&group->mark_mutex:,0,0,0,0,0,0,1,8,7.69,18.22,93.18,11.65
&group->inotify_data.idr_lock:,0,0,0,0,0,0,1,8,0.39,1.25,5.4,0.68
&mark->lock:,0,0,0,0,0,0,0,17,0.21,1.39,11.59,0.68
&conn->lock:,0,0,0,0,0,0,497,657,0.09,1.16,135.52,0.21
&ioc->taskmgmt_lock:,0,0,0,0,0,0,0,52,1.19,2.59,87.94,1.69
kn->active#3-R:,0,0,0,0,0,0,0,122,0.59,134.81,920.46,7.54
&x->wait#2:,0,0,0,0,0,0,40,73,0.26,23.62,385.12,5.28
(wq_completion)kblockd:,0,0,0,0,0,0,0,143,1.08,1346.62,23125.99,161.72
(work_completion)(&q->timeout_work):,0,0,0,0,0,0,0,13,3.11,4.37,48.24,3.71
e1000_phy_lock:,0,0,0,0,0,0,0,52,65.87,80.36,3598.79,69.21
kn->active#7-R:,0,0,0,0,0,0,0,140,0.38,7.32,305.92,2.19
devnet_rename_sem-R:,0,0,0,0,0,0,2,16,0.27,1.29,7.25,0.45
kernfs_rename_lock:,0,0,0,0,0,0,130,1771,0.13,2.84,564.1,0.32
(&q->timeout):,0,0,0,0,0,0,0,13,6.43,11.03,113.9,8.76
&ev->lock:,0,0,0,0,0,0,19,26,1.53,2.93,58.26,2.24
(work_completion)(&(&ev->dwork)->work:,0,0,0,0,0,0,0,26,95.37,200.86,3867.24,148.74
sr_ref_mutex:,0,0,0,0,0,0,21,52,0.51,3.35,75.62,1.45
&mapping->private_lock:,0,0,0,0,0,0,741,11651,0.12,29.6,3377.93,0.29
&dd->lock:,0,0,0,0,0,0,135,2939,0.15,35.84,1273.33,0.43
&page_wait_table[i]:,0,0,0,0,0,0,229,247,0.2,33.74,2084.87,8.44
(work_completion)(&(&hctx->run_work)-:,0,0,0,0,0,0,0,130,0.67,1345.95,22992.58,176.87
&ret->b_uptodate_lock:,0,0,0,0,0,0,5933,9496,0.11,30.72,2325.51,0.24
&wq#3:,0,0,0,0,0,0,0,3722,0.15,11.43,725.52,0.19
clock-AF_NETLINK:,0,0,0,0,0,0,0,316,0.16,1.1,102.13,0.32
wlock-AF_NETLINK:,0,0,0,0,0,0,0,316,0.17,1.03,111.63,0.35
&ioc->lock:,0,0,0,0,0,0,7,14,0.14,0.69,5.13,0.37
&wb->work_lock:,0,0,0,0,0,0,10,22,0.5,2.93,31.05,1.41
&tty->atomic_write_lock:,0,0,0,0,0,0,0,49,16.76,41.76,1275.88,26.04
&ldata->output_lock:,0,0,0,0,0,0,15,50,0.37,37.83,1092.71,21.85
&f->f_pos_lock:,0,0,0,0,0,0,916,20280,0.14,12801.98,376503.14,18.57
bit_wait_table + i:,0,0,0,0,0,0,210,285,0.16,31.18,2076.84,7.29
&bgl->locks[i].lock:,0,0,0,0,0,0,0,943,0.09,68.88,1626.48,1.72
&sb->s_type->i_lock_key#2:,0,0,0,0,0,0,1197,13652,0.1,135.08,4622.4,0.34
&ei->i_es_lock-W:,0,0,0,0,0,0,451,10691,0.15,74.57,4857.32,0.45
&ei->i_es_lock-R:,0,0,0,0,0,0,726,12069,0.11,144.69,4373.85,0.36
&journal->j_wait_done_commit:,0,0,0,0,0,0,134,314,0.11,27.07,1050.73,3.35
&journal->j_wait_commit:,0,0,0,0,0,0,106,190,0.17,83.19,1109.21,5.84
&type->i_mutex_dir_key#6-W:,0,0,0,0,0,0,111,275,0.9,386.24,13325.46,48.46
&type->i_mutex_dir_key#6-R:,0,0,0,0,0,0,202,466,0.38,9388.62,43676.85,93.73
&mm->page_table_lock:,0,0,0,0,0,0,945,5367,0.12,57.06,1922.2,0.36
chrdevs_lock:,0,0,0,0,0,0,2,1024,0.13,1.22,168.16,0.16
&mm->mmap_lock/1:,0,0,0,0,0,0,0,25,121.24,16430.51,210352.51,8414.1
key#6:,0,0,0,0,0,0,9,9,0.91,1.77,10.93,1.21
&sb->s_type->i_lock_key#2:,0,0,0,0,0,0,0,19,0.16,1.23,8.34,0.44
&sb->s_type->i_lock_key#2:,0,0,0,0,0,0,0,6,0.22,1.19,3.95,0.66
&(&ioc->fault_reset_work)->timer:,0,0,0,0,0,0,0,52,2.7,78.73,525.74,10.11
(wq_completion)mpt_poll_0:,0,0,0,0,0,0,0,52,5,10.28,365.18,7.02
(work_completion)(&(&ioc->fault_reset:,0,0,0,0,0,0,0,52,4.52,9.18,329.97,6.35
&buf->lock:,0,0,0,0,0,0,7,25,3.65,30.32,471.91,18.88
cgroup_threadgroup_rwsem.rss.gp_wait.:,0,0,0,0,0,0,1,4,0.16,0.5,1.32,0.33
cgroup_threadgroup_rwsem.waiters.lock:,0,0,0,0,0,0,1,2,0.23,0.55,0.78,0.39
sb_writers#8-R:,0,0,0,0,0,0,0,3702,1.14,2753.71,241813.83,65.32
&tb->tb6_lock:,0,0,0,0,0,0,6,28,0.16,6.88,20.59,0.74
sb_writers#9-R:,0,0,0,0,0,0,0,7,0.41,143.83,247.97,35.42
&type->i_mutex_dir_key#7/1:,0,0,0,0,0,0,1,1,142.9,142.9,142.9,142.9
sb_writers#1-R:,0,0,0,0,0,0,0,5,7.14,59.46,117.66,23.53
&type->i_mutex_dir_key#8/1:,0,0,0,0,0,0,3,3,6.79,58.87,73.19,24.4
&type->i_mutex_dir_key#9-R:,0,0,0,0,0,0,0,13,0.57,13.07,64.96,5
kn->active#1-W:,0,0,0,0,0,0,0,1,0.49,0.49,0.49,0.49
kn->active#1-R:,0,0,0,0,0,0,0,12,0.9,5.52,30.57,2.55
kernfs_notify_lock:,0,0,0,0,0,0,1,3,0.18,8.07,8.63,2.88
(wq_completion)cpuset_migrate_mm:,0,0,0,0,0,0,0,2,0.13,0.47,0.6,0.3
"per_cpu_ptr(&cgroup_rstat_cpu_lock, c:",0,0,0,0,0,0,5,6,0.53,1.21,4.58,0.76
kernfs_notify_work:,0,0,0,0,0,0,0,1,18.13,18.13,18.13,18.13
kn->active#1-W:,0,0,0,0,0,0,0,1,0.29,0.29,0.29,0.29
kn->active#1-R:,0,0,0,0,0,0,0,2,0.78,4.76,5.54,2.77
cancel_lock:,0,0,0,0,0,0,2,8,0.14,0.81,3.13,0.39
release_agent_path_lock:,0,0,0,0,0,0,117,775,0.15,47.93,375.04,0.48
&ep->mtx/1:,0,0,0,0,0,0,139,1807,0.75,109.19,3517.88,1.95
&ep->poll_wait:,0,0,0,0,0,0,0,28,0.09,0.82,6.13,0.22
&ep->poll_wait/1:,0,0,0,0,0,0,15,907,0.67,88.98,17163.08,18.92
&sb->s_type->i_mutex_key#1:,0,0,0,0,0,0,531,2742,2.08,2752.84,207593.73,75.71
kn->active#1-R:,0,0,0,0,0,0,0,3,0.16,4.6,5.98,1.99
&type->s_umount_key#3-R:,0,0,0,0,0,0,0,3,6.98,90066.53,90193.6,30064.53
key#8:,0,0,0,0,0,0,33,54,0.25,1.78,42.04,0.78
key#9:,0,0,0,0,0,0,132,2005,0.16,22.73,792.71,0.4
key#1:,0,0,0,0,0,0,126,1973,0.14,1.1,389.01,0.2
key#1:,0,0,0,0,0,0,138,2261,0.14,15.86,552.61,0.24
sb_internal-R:,0,0,0,0,0,0,0,83,8.72,107.75,2922.85,35.22
jbd2_handle-W:,0,0,0,0,0,0,0,62,0.11,0.77,14.97,0.24
jbd2_handle-R:,0,0,0,0,0,0,0,16649,0.37,20639.13,202513.67,12.16
&ret->b_state_lock:,0,0,0,0,0,0,1610,4848,0.16,33.75,4557.19,0.94
&journal->j_revoke_lock:,0,0,0,0,0,0,10,16,0.29,0.76,8.28,0.52
&sbi->s_fc_lock:,0,0,0,0,0,0,29,60,0.23,22.35,69.75,1.16
(&journal->j_commit_timer):,0,0,0,0,0,0,0,65,0.12,19.13,37.43,0.58
&transaction->t_handle_lock:,0,0,0,0,0,0,59,72,0.19,1.27,35.16,0.49
&journal->j_wait_transaction_locked:,0,0,0,0,0,0,29,65,0.19,20.36,46.17,0.71
&sbi->s_md_lock:,0,0,0,0,0,0,91,309,0.11,1.85,98.49,0.32
&journal->j_fc_wait:,0,0,0,0,0,0,28,64,0.26,1.05,33.87,0.53
&journal->j_history_lock:,0,0,0,0,0,0,28,64,0.14,0.82,19.97,0.31
&sbi->s_orphan_lock:,0,0,0,0,0,0,303,1680,0.27,16.44,1630.66,0.97
&ei->i_prealloc_lock:,0,0,0,0,0,0,589,1573,0.12,21.41,561.53,0.36
&sbi->s_writepages_rwsem-R:,0,0,0,0,0,0,0,344,0.19,25401.64,106454.87,309.46
unix_gc_wait.lock:,0,0,0,0,0,0,3,4,0.18,0.77,1.69,0.42
sb_pagefaults-R:,0,0,0,0,0,0,0,147,1.38,160.33,1343.84,9.14
key#1:,0,0,0,0,0,0,198,877,0.13,15.27,293.52,0.33
key#1:,0,0,0,0,0,0,31,172,0.14,19.73,82.14,0.48
&ei->i_completed_io_lock:,0,0,0,0,0,0,309,360,0.12,40.44,2509.5,6.97
&rq_wait->wait:,0,0,0,0,0,0,4,114,0.2,33.1,408.43,3.58
(wq_completion)ext4-rsv-conversion:,0,0,0,0,0,0,0,179,8.96,2981.96,17157.48,95.85
(work_completion)(&ei->i_rsv_conversi:,0,0,0,0,0,0,0,179,8.81,2980.97,17036.63,95.18
&journal->j_wait_reserved:,0,0,0,0,0,0,34,181,0.15,1.38,78.59,0.43
&ext4__ioend_wq[i]:,0,0,0,0,0,0,100,176,0.14,1.75,61.04,0.35
drm_minor_lock:,0,0,0,0,0,0,3,6,0.13,1.99,5.54,0.92
&dev_priv->cap_lock:,0,0,0,0,0,0,2,4,43.42,5231.83,9933.2,2483.3
&dev->mode_config.idr_mutex:,0,0,0,0,0,0,1111,6788,0.18,49.53,6225.68,0.92
crtc_ww_class_acquire:,0,0,0,0,0,0,0,2786,21.4,6889.59,462238.72,165.91
&dev->vbl_lock:,0,0,0,0,0,0,652,1846,0.15,19.13,702.21,0.38
tk_core.seq.seqcount-W:,0,0,0,0,0,0,0,12153,0.23,83.17,10161.86,0.84
tk_core.seq.seqcount-R:,0,0,0,0,0,0,0,1564899,0.05,166.49,223230,0.14
&dev_priv->waiter_lock:,0,0,0,0,0,0,3243,6275,1.16,190.55,18531.87,2.95
&mgr->vm_lock-W:,0,0,0,0,0,0,20,102,0.26,9.01,242.52,2.38
&mgr->vm_lock-R:,0,0,0,0,0,0,1,16,0.31,3.7,24.35,1.52
&man->cur_mutex:,0,0,0,0,0,0,7173,21936,0.16,490.74,251327.59,11.46
key#5:,0,0,0,0,0,0,7,7,0.49,0.88,4.52,0.65
&dev->mode_config.mutex:,0,0,0,0,0,0,6035,7735,0.27,112.86,10180.25,1.32
nf_hook_mutex:,0,0,0,0,0,0,6,18,0.52,2.21,22.11,1.23
&dev_priv->resource_lock:,0,0,0,0,0,0,6756,346573,0.11,92.1,61814.09,0.18
&dev->mode_config.fb_lock:,0,0,0,0,0,0,55,207,0.14,1.58,101.97,0.49
&dev->mode_config.blob_lock:,0,0,0,0,0,0,690,3692,0.15,59.41,1905.65,0.52
&crtc->commit_lock:,0,0,0,0,0,0,1109,8358,0.12,117.42,2661.87,0.32
&xa->xa_lock#7:,0,0,0,0,0,0,10,66,0.17,2.14,32.63,0.49
&gman->lock:,0,0,0,0,0,0,10,66,0.12,1.17,15.95,0.24
&man->move_lock:,0,0,0,0,0,0,6,29,0.13,0.7,8.03,0.28
&dev_priv->binding_mutex:,0,0,0,0,0,0,5967,20203,0.12,182.67,39266.73,1.94
&____s->seqcount#5-W:,0,0,0,0,0,0,0,160667,0.07,35.72,16249.86,0.1
&____s->seqcount#5-R:,0,0,0,0,0,0,0,125,0.06,0.87,21.68,0.17
&fman->goal_irq_mutex:,0,0,0,0,0,0,1361,5499,0.34,352.14,31577.15,5.74
&x->wait#2:,0,0,0,0,0,0,3999,27898,0.11,26.43,6458.45,0.23
&wq:,0,0,0,0,0,0,0,1372,0.13,39.41,626.26,0.46
&dev_priv->fence_queue:,0,0,0,0,0,0,0,2063,0.16,117.5,1197.53,0.58
&desc->wait_for_threads:,0,0,0,0,0,0,0,2063,0.12,1.71,608.61,0.3
(work_completion)(&fman->work):,0,0,0,0,0,0,0,1837,0.56,155.67,10831.11,5.9
&man->idle_queue:,0,0,0,0,0,0,4129,14427,0.14,21.72,5534.42,0.38
key#4:,0,0,0,0,0,0,4,4,0.53,1.19,2.95,0.74
vmci_dev_spinlock:,0,0,0,0,0,0,9,14,25.23,372.97,1328.15,94.87
&dev->event_lock#2:,0,0,0,0,0,0,0,6710,0.11,105.65,34264.68,5.11
key#3:,0,0,0,0,0,0,2,4,0.55,0.76,2.69,0.67
&data->mtx:,0,0,0,0,0,0,1,2,0.27,0.72,0.99,0.5
&data->read_wait:,0,0,0,0,0,0,1,2,0.17,0.39,0.56,0.28
(wq_completion)events_freezable:,0,0,0,0,0,0,0,54,4.38,13.11,347.5,6.44
(work_completion)(&(&balloon.dwork)->:,0,0,0,0,0,0,0,54,3.92,10.97,303.73,5.62
&balloon.conf_sem-R:,0,0,0,0,0,0,0,54,2.12,6.84,182.8,3.39
(&dom->period_timer):,0,0,0,0,0,0,0,18,3.28,10.65,94.74,5.26
&p->sequence-W:,0,0,0,0,0,0,0,18,0.58,1.1,14.14,0.79
&p->sequence-R:,0,0,0,0,0,0,0,13,0.27,0.84,6.85,0.53
&(&balloon.dwork)->timer:,0,0,0,0,0,0,0,54,5.67,12.6,426.49,7.9
kn->active#1-R:,0,0,0,0,0,0,0,48,0.4,5.93,115.08,2.4
&(&ev->dwork)->timer:,0,0,0,0,0,0,0,26,6.91,24.06,444.54,17.1
kn->active#1-R:,0,0,0,0,0,0,0,4,1.98,7.25,18.19,4.55
&sbi->s_bal_lock:,0,0,0,0,0,0,1,1,1,1,1,1
&meta_group_info[i]->alloc_sem-R:,0,0,0,0,0,0,123,187,0.35,15.52,182.16,0.97
userns_state_mutex:,0,0,0,0,0,0,16,37,0.18,2.32,30.07,0.81
&(ei->i_block_reservation_lock):,0,0,0,0,0,0,157,9073,0.19,152.1,2998.27,0.33
&sb->s_type->i_mutex_key#1/4:,0,0,0,0,0,0,25,48,0.25,452.83,2354.34,49.05
eventfd_ida.xa_lock:,0,0,0,0,0,0,20,91,0.24,1.64,70.76,0.78
&sb->s_type->i_lock_key#1:,0,0,0,0,0,0,0,18,0.51,13.5,43.38,2.41
sk_lock-AF_INET:,0,0,0,0,0,0,0,38220,0.26,12740.82,214486.09,5.61
&____s->seqcount#7-R:,0,0,0,0,0,0,0,1658,0.06,9.77,320.52,0.19
&table->hash[i].lock:,0,0,0,0,0,0,1463,4081,0.28,26.77,5362.08,1.31
&table->hash2[i].lock:,0,0,0,0,0,0,2442,5244,0.11,25.7,1701.99,0.32
&n->lock-W:,0,0,0,0,0,0,2,3,1.24,3.67,7.72,2.57
&n->lock-R:,0,0,0,0,0,0,13,13,0.33,1.34,6.33,0.49
&____s->seqcount#8-R:,0,0,0,0,0,0,0,13,0.07,0.27,1.26,0.1
&list->lock#3:,0,0,0,0,0,0,5,3722,0.12,12.71,1473.19,0.4
&____s->seqcount#9-R:,0,0,0,0,0,0,0,7575,0.07,57.15,1989.4,0.26
&newf->resize_wait:,0,0,0,0,0,0,4,4,0.62,0.92,3.28,0.82
&tcp_hashinfo.bhash[i].lock:,0,0,0,0,0,0,230,404,0.15,13.03,805.42,1.99
&lg->lg_mutex:,0,0,0,0,0,0,0,40,6.39,504.16,1236.83,30.92
&pa->pa_lock:,0,0,0,0,0,0,0,120,0.17,51.74,93.65,0.78
&lg->lg_prealloc_lock:,0,0,0,0,0,0,0,80,0.16,0.77,18.59,0.23
&pl->lock:,0,0,0,0,0,0,14,19,1.13,20.75,77.5,4.08
kn->active#1-R:,0,0,0,0,0,0,0,48,0.39,5.69,115.74,2.41
key#2:,0,0,0,0,0,0,114,363,0.14,11.75,162.4,0.45
kn->active#2-R:,0,0,0,0,0,0,0,92,0.4,24.21,193.17,2.1
vsock_table_lock:,0,0,0,0,0,0,0,14,0.41,1.43,12.92,0.92
slock-AF_VSOCK:,0,0,0,0,0,0,31,119,0.07,362.24,578.08,4.86
sk_lock-AF_VSOCK:,0,0,0,0,0,0,0,52,1.06,423.84,1631.79,31.38
(work_completion)(&recv_pkt_info->wor:,0,0,0,0,0,0,0,1,73.58,73.58,73.58,73.58
kn->active#2-R:,0,0,0,0,0,0,0,92,3.14,7.53,359.65,3.91
*(sspp++)-R:,0,0,0,0,0,0,0,36818,0.05,36.54,4988.39,0.14
&dev->master_mutex:,0,0,0,0,0,0,1,2,0.66,0.69,1.35,0.68
&dev->filelist_mutex:,0,0,0,0,0,0,2,5,0.18,1.83,3.96,0.79
&tfile->lock:,0,0,0,0,0,0,1461,19332,0.11,101.33,9752.83,0.5
&client->buffer_lock:,0,0,0,0,0,0,1438,5074,0.09,2.65,1653.63,0.33
&client->wait:,0,0,0,0,0,0,302,2831,0.09,97.11,24050.22,8.5
&(&wb->dwork)->timer:,0,0,0,0,0,0,0,11,10.56,38.12,223.56,20.32
(wq_completion)writeback:,0,0,0,0,0,0,0,11,22.76,94459.77,95174.54,8652.23
(work_completion)(&(&wb->dwork)->work:,0,0,0,0,0,0,0,11,21.52,94458.52,95162.47,8651.13
slock-AF_INET6:,0,0,0,0,0,0,0,2748,0.06,23.37,623.53,0.23
sk_lock-AF_INET6:,0,0,0,0,0,0,0,1351,0.38,44.12,6299.34,4.66
clock-AF_INET6-W:,0,0,0,0,0,0,0,286,0.14,1.32,97.22,0.34
clock-AF_INET6-R:,0,0,0,0,0,0,0,405,0.11,1.14,128.43,0.32
dev->qdisc_running_key ?: &qdisc_runn:,0,0,0,0,0,0,0,6286,0.61,11461.22,210084.4,33.42
&dev->tx_global_lock:,0,0,0,0,0,0,0,10,3.4,7.21,52.78,5.28
&ei->i_mmap_sem-W:,0,0,0,0,0,0,454,759,11.07,381.8,24426.79,32.18
&ei->i_mmap_sem-R:,0,0,0,0,0,0,626,16147,0.46,43856.19,82159.83,5.09
&type->s_umount_key#2/1:,0,0,0,0,0,0,0,9,274.89,430.56,2939.25,326.58
dup_mmap_sem-R:,0,0,0,0,0,0,0,25,123.38,16433.78,211301.41,8452.06
&ei->xattr_sem-R:,0,0,0,0,0,0,68,194,0.21,10.01,199.95,1.03
(&cb->timer):,0,0,0,0,0,0,0,157,1.81,18.43,853.31,5.44
tcp_metrics_lock:,0,0,0,0,0,0,1,9,1.02,1.76,12.44,1.38
&ht->lock:,0,0,0,0,0,0,5,6,0.45,0.88,3.73,0.62
rlock-AF_INET:,0,0,0,0,0,0,2057,4221,0.13,15.92,1646.38,0.39
&list->lock#4:,0,0,0,0,0,0,471,3330,0.13,16.28,2425.14,0.73
rhashtable_bucket/1:,0,0,0,0,0,0,0,48,0.08,0.96,6.5,0.14
&sk->sk_lock.wq:,0,0,0,0,0,0,2,2,0.5,13.89,14.39,7.2
&(&adapter->watchdog_task)->timer:,0,0,0,0,0,0,0,26,2.16,25.26,237.08,9.12
(work_completion)(&(&adapter->watchdo:,0,0,0,0,0,0,0,26,594.41,782.72,16814.85,646.72
&adapter->stats_lock:,0,0,0,0,0,0,0,26,581.43,767.11,16417.72,631.45
dev_addr_sem-R:,0,0,0,0,0,0,2,16,0.27,1.1,6.49,0.41
&ht->mutex:,0,0,0,0,0,0,5,6,6.12,20.12,79.19,13.2
_xmit_ETHER#2:,0,0,0,0,0,0,1640,6338,0.58,11457.73,198361.21,31.3
&hashinfo->ehash_locks[i]:,0,0,0,0,0,0,228,370,0.25,7.44,288.17,0.78
mfc_unres_lock:,0,0,0,0,0,0,1,1,0.77,0.77,0.77,0.77
mfc_unres_lock#2:,0,0,0,0,0,0,1,1,0.34,0.34,0.34,0.34
(work_completion)(&ht->run_work):,0,0,0,0,0,0,0,6,6.63,23.17,87.86,14.64
&tty->ctrl_lock:,0,0,0,0,0,0,9,37,0.12,2.6,22.84,0.62
clock-AF_INET-W:,0,0,0,0,0,0,303,1000,0.12,19.89,304.03,0.3
clock-AF_INET-R:,0,0,0,0,0,0,0,1054,0.13,1.35,486.61,0.46
&tdev->object_lock:,0,0,0,0,0,0,4350,12875,0.13,51.38,18873.53,1.47
&man->space_mutex:,0,0,0,0,0,0,1030,2085,0.59,62.89,4334.67,2.08
&man->alloc_queue:,0,0,0,0,0,0,1040,2086,0.16,11.78,959.34,0.46
&uctx->cotable_lock:,0,0,0,0,0,0,1,36,0.11,0.68,5.93,0.16
&(&bdev->wq)->timer:,0,0,0,0,0,0,0,11,1.68,15.21,81.7,7.43
(work_completion)(&(&bdev->wq)->work):,0,0,0,0,0,0,0,11,1.5,156.08,503.32,45.76
(&icsk->icsk_retransmit_timer):,0,0,0,0,0,0,0,244,0.39,25.05,668.64,2.74
&dev_priv->cursor_lock:,0,0,0,0,0,0,212,940,0.14,10.67,669.35,0.71
&mc_lst->sflock-R:,0,0,0,0,0,0,0,52,0.23,1.28,16.75,0.32
rlock-AF_INET6:,0,0,0,0,0,0,75,156,0.12,0.99,48.57,0.31
&(&tbl->gc_work)->timer:,0,0,0,0,0,0,0,8,8.95,48.76,169.93,21.24
(work_completion)(&(&tbl->gc_work)->w:,0,0,0,0,0,0,0,8,2.89,5.22,31.53,3.94
(&dev->watchdog_timer):,0,0,0,0,0,0,0,10,4.36,8.49,63.62,6.36
&rman->lock:,0,0,0,0,0,0,2,3,0.83,1.34,3.02,1.01
&ids->rwsem:,0,0,0,0,0,0,27,70,0.59,32.4,280.09,4
&new->lock:,0,0,0,0,0,0,70,142,0.15,3.43,103.37,0.73
(&n->timer):,0,0,0,0,0,0,0,2,3.75,4.81,8.56,4.28
&type->s_umount_key#5-R:,0,0,0,0,0,0,0,1,4099.19,4099.19,4099.19,4099.19
&pa->pa_lock#2:,0,0,0,0,0,0,6,39,0.18,1.37,20.66,0.53
arch/x86/kernel/check.c:165:,0,0,0,0,0,0,0,1,6.99,6.99,6.99,6.99
(&tw->tw_timer):,0,0,0,0,0,0,0,43,0.17,7.51,65.07,1.51
&tty->winsize_mutex:,0,0,0,0,0,0,2,6,0.15,0.94,3.1,0.52
timekeeper_lock:,0,0,0,0,0,0,3766,12287,0.19,84.65,20452.86,1.66
console_work:,0,0,0,0,0,0,0,146,2.81,10.89,832.99,5.71
&prime->mutex:,0,0,0,0,0,0,4,6,0.29,34.68,77.1,12.85
&db_list.lock:,0,0,0,0,0,0,4,6,0.24,0.69,2.5,0.42
(&icsk->icsk_delack_timer):,0,0,0,0,0,0,0,208,0.62,205.21,2287.29,11
&type->s_vfs_rename_key:,0,0,0,0,0,0,15,18,43.75,360.16,1665.66,92.54
&type->i_mutex_dir_key#6/2:,0,0,0,0,0,0,1,2,41.95,358.64,400.59,200.29
dev->qdisc_tx_busylock ?: &qdisc_tx_b:,0,0,0,0,0,0,33,49,0.84,55.13,288.41,5.89
&lock->wait_lock#2:,0,0,0,0,0,0,9,30,0.24,7.27,44.08,1.47
&o_tty->termios_rwsem/1-W:,0,0,0,0,0,0,0,2,2.17,3.35,5.52,2.76
&o_tty->termios_rwsem/1-R:,0,0,0,0,0,0,46,84,0.13,40.39,1304.84,15.53
&port->buf.lock/1:,0,0,0,0,0,0,8,24,21.18,42.38,709.69,29.57
(work_completion)(&buf->work):,0,0,0,0,0,0,0,1325,0.07,126.23,1627.76,1.23
&port->lock:,0,0,0,0,0,0,15,49,0.49,1.72,37.99,0.78
&ldata->atomic_read_lock:,0,0,0,0,0,0,8,103,1.42,5.14,319.95,3.11
logbuf_lock:,0,0,0,0,0,0,2,319,0.17,971.48,1253.15,3.93
(work_completion)(&ns->work):,0,0,0,0,0,0,0,1,16.69,16.69,16.69,16.69
kn->active#3-R:,0,0,0,0,0,0,0,3,0.18,5.63,6.88,2.29
kn->active#3-R:,0,0,0,0,0,0,0,4,1.63,7.28,18.98,4.75
&type->i_mutex_dir_key#6/5:,0,0,0,0,0,0,10,16,0.24,0.71,6.03,0.38
key#1:,0,0,0,0,0,0,5,6,0.41,1.25,4.87,0.81
(console_sem).lock:,0,0,0,0,0,0,0,292,0.11,0.97,89.69,0.31
(&sk->sk_timer):,0,0,0,0,0,0,0,256,1.18,118.94,8273.26,32.32
key#1:,0,0,0,0,0,0,3,3,0.53,18.79,20.02,6.67
cgroup_mutex:,0,0,0,0,0,0,14,28,7.17,129.04,750.11,26.79
